Date,Product_ID,Product_Name,Category,Region,BOM_Usage_Frequency,Quantity_Sold,Liters_Sold,Revenue,Cost,Customer_ID,Customer_Name,Order_ID,Order_Date,Delivery_Date,Monthly_Production_Liters,Seasonal_Sales_Spike,Price_Change
2023-01-06,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,North,5,42,23.06335136100192,6539.594230036339,5142.965176776959,CUST101,Customer_1,ORD4001,2023-01-06,2023-01-15,2696,0,0.0
2023-01-06,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,North,0,22,15.650240748192061,3821.8857204077067,2010.9969317516493,CUST109,Customer_9,ORD8583,2023-01-06,2023-01-08,2071,1,0.0
2023-01-06,9192002200,THINNER 91-92,Thinner,North,19,1,1.8913025472451417,82.38948295577109,52.256495344505424,CUST104,Customer_4,ORD7183,2023-01-06,2023-01-13,2311,1,0.0
2023-01-06,2106002200,THINNER 21-06,Thinner,West,1,38,46.00727052264963,985.8610021520813,869.2723375100485,CUST109,Customer_9,ORD9436,2023-01-06,2023-01-10,4654,0,0.0
2023-01-07,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,West,1,25,19.46423503795162,4180.042384561739,3399.816985407038,CUST100,Customer_0,ORD2811,2023-01-07,2023-01-17,3257,0,0.0
2023-01-07,7000002250,S TEXTURED MP WHITE,Paint,South,6,32,40.87815870618318,1060.8049949263832,688.061076049022,CUST106,Customer_6,ORD3671,2023-01-07,2023-01-11,960,1,0.0
2023-01-07,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,South,0,6,11.687245476340433,196.72797050215146,159.24205988973827,CUST101,Customer_1,ORD1254,2023-01-07,2023-01-17,1289,1,0.0
2023-01-07,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,West,16,35,32.411097798560625,2427.209732986562,2071.128852301226,CUST105,Customer_5,ORD9799,2023-01-07,2023-01-09,3558,0,0.0
2023-01-07,9192002200,THINNER 91-92,Thinner,North,15,42,47.36472770473582,6231.234778166348,3760.559212387417,CUST108,Customer_8,ORD5876,2023-01-07,2023-01-11,3709,0,0.0
2023-01-07,2106002200,THINNER 21-06,Thinner,East,13,45,73.82354037881372,4069.9182500865636,3162.305698553098,CUST103,Customer_3,ORD9092,2023-01-07,2023-01-11,3420,0,0.0
2023-01-08,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,West,10,3,5.089195736470268,258.4876861924406,148.95524818302172,CUST106,Customer_6,ORD3662,2023-01-08,2023-01-16,4378,1,0.0
2023-01-08,7000002250,S TEXTURED MP WHITE,Paint,East,16,31,48.15268201156621,514.5877005367009,454.0664507734712,CUST103,Customer_3,ORD6000,2023-01-08,2023-01-15,2917,0,0.0
2023-01-08,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,East,17,44,70.36363885060472,6338.241816517869,3933.6903110233775,CUST109,Customer_9,ORD1787,2023-01-08,2023-01-17,2086,1,0.0
2023-01-08,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,East,4,47,44.734961435281015,1042.1246208209604,890.5896182500446,CUST105,Customer_5,ORD8118,2023-01-08,2023-01-14,3900,1,0.0
2023-01-08,9192002200,THINNER 91-92,Thinner,West,7,9,12.314637514405547,1353.2639335759122,784.2652669120929,CUST109,Customer_9,ORD6968,2023-01-08,2023-01-11,1065,0,0.0
2023-01-08,2106002200,THINNER 21-06,Thinner,North,6,29,50.552039853191005,4274.632602663465,3250.8746739689236,CUST102,Customer_2,ORD7379,2023-01-08,2023-01-10,174,0,0.0
2023-01-09,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,South,5,19,13.068754879765006,1916.355859418475,1042.0526243504949,CUST102,Customer_2,ORD9155,2023-01-09,2023-01-17,4281,0,0.0
2023-01-09,7000002250,S TEXTURED MP WHITE,Paint,West,15,9,11.928590289898418,1285.2682547005084,1044.7282083772673,CUST107,Customer_7,ORD2169,2023-01-09,2023-01-14,918,0,0.0
2023-01-09,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,West,13,26,27.644070551769968,3381.3862687929027,2268.315737929026,CUST109,Customer_9,ORD5590,2023-01-09,2023-01-15,3234,0,0.0
2023-01-09,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,West,1,6,8.862469312915621,1165.948509165121,639.0222509226041,CUST107,Customer_7,ORD4731,2023-01-09,2023-01-14,341,0,0.0
2023-01-09,9192002200,THINNER 91-92,Thinner,South,2,36,32.387189107910146,5348.994275457917,3327.587096505859,CUST105,Customer_5,ORD5480,2023-01-09,2023-01-18,1227,0,0.0
2023-01-09,2106002200,THINNER 21-06,Thinner,East,13,16,11.653445932260103,2701.0840439223443,1542.6436752639083,CUST102,Customer_2,ORD1722,2023-01-09,2023-01-13,2017,0,0.0
2023-01-10,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,North,6,7,9.57144137441555,490.5905785350528,352.41910024047036,CUST109,Customer_9,ORD8098,2023-01-10,2023-01-17,2691,1,0.0
2023-01-10,7000002250,S TEXTURED MP WHITE,Paint,South,12,19,16.585858678309314,1192.254840494329,655.1427869218776,CUST101,Customer_1,ORD4092,2023-01-10,2023-01-17,2840,1,0.0
2023-01-10,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,West,1,10,10.178383018910113,403.71470224215324,229.3250023106233,CUST104,Customer_4,ORD3110,2023-01-10,2023-01-13,337,0,0.0
2023-01-10,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,North,17,6,6.178153354199498,897.9760129808415,582.8012698579348,CUST102,Customer_2,ORD2254,2023-01-10,2023-01-15,1913,0,0.0
2023-01-10,9192002200,THINNER 91-92,Thinner,North,3,21,16.91168860255127,2133.8040707279324,1685.3557508077163,CUST100,Customer_0,ORD1384,2023-01-10,2023-01-16,1959,0,0.0
2023-01-10,2106002200,THINNER 21-06,Thinner,South,2,19,10.563484002802088,1926.4980850716165,1162.1790035008073,CUST102,Customer_2,ORD7099,2023-01-10,2023-01-12,144,0,0.0
2023-01-11,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,East,18,18,14.463782507624432,3522.953846917837,1765.1544817441065,CUST100,Customer_0,ORD5470,2023-01-11,2023-01-13,4883,0,0.0
2023-01-11,7000002250,S TEXTURED MP WHITE,Paint,South,19,25,45.204909120686736,2526.8747454582085,2039.6355007868317,CUST107,Customer_7,ORD4182,2023-01-11,2023-01-17,3309,0,0.0
2023-01-11,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,South,10,16,31.302000791565316,2678.584458107308,1614.4026512503149,CUST104,Customer_4,ORD1466,2023-01-11,2023-01-15,4570,0,0.0
2023-01-11,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,South,12,36,22.077967998637256,374.5414260742345,229.3212161755737,CUST109,Customer_9,ORD3333,2023-01-11,2023-01-16,1491,0,0.0
2023-01-11,9192002200,THINNER 91-92,Thinner,North,16,30,25.596621281657352,1753.6248397873082,1001.5358326061652,CUST109,Customer_9,ORD6562,2023-01-11,2023-01-14,2397,1,0.0
2023-01-11,2106002200,THINNER 21-06,Thinner,South,10,6,8.261241095171131,110.51462368910339,70.4354930171952,CUST105,Customer_5,ORD4346,2023-01-11,2023-01-16,2508,1,0.0
2023-01-12,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,North,19,14,27.403148532461856,1205.0784559441386,681.5789521020195,CUST109,Customer_9,ORD9563,2023-01-12,2023-01-20,2562,0,0.0
2023-01-12,7000002250,S TEXTURED MP WHITE,Paint,East,20,49,47.78447166126524,6428.325484379428,4322.373254649764,CUST100,Customer_0,ORD1878,2023-01-12,2023-01-22,241,1,0.0
2023-01-12,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,West,18,40,65.28986400018883,3627.5415312543273,1997.202165681682,CUST103,Customer_3,ORD4428,2023-01-12,2023-01-18,285,0,0.0
2023-01-12,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,North,0,6,5.274252887136806,846.4151561080776,497.3417468298006,CUST104,Customer_4,ORD9094,2023-01-12,2023-01-21,1664,0,1.71
2023-01-12,9192002200,THINNER 91-92,Thinner,West,20,21,31.943941041778785,3072.873166309879,2286.3294404043613,CUST104,Customer_4,ORD3786,2023-01-12,2023-01-14,1836,1,0.0
2023-01-12,2106002200,THINNER 21-06,Thinner,West,5,46,45.11645766933922,4487.6945918112415,2914.6878174039466,CUST101,Customer_1,ORD8305,2023-01-12,2023-01-18,4476,1,0.0
2023-01-13,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,North,14,22,41.9979669767079,2762.919320347005,2167.7671333389394,CUST108,Customer_8,ORD7893,2023-01-13,2023-01-23,4268,0,0.0
2023-01-13,7000002250,S TEXTURED MP WHITE,Paint,North,12,2,3.7706928756787006,329.08815482499415,183.74887289538557,CUST109,Customer_9,ORD6414,2023-01-13,2023-01-19,3966,1,0.0
2023-01-13,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,South,0,11,10.27316492579562,1552.787525074098,1344.082379250415,CUST109,Customer_9,ORD5417,2023-01-13,2023-01-18,661,1,0.0
2023-01-13,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,West,2,8,7.947208383428807,1329.0043579513103,870.7866705035226,CUST108,Customer_8,ORD4474,2023-01-13,2023-01-21,4076,0,0.0
2023-01-13,9192002200,THINNER 91-92,Thinner,East,19,18,20.24939098103389,1363.0569799525022,870.0436383742939,CUST102,Customer_2,ORD4261,2023-01-13,2023-01-23,2048,1,0.0
2023-01-13,2106002200,THINNER 21-06,Thinner,North,20,39,37.17633803444299,3818.734661376315,3316.785604750833,CUST100,Customer_0,ORD2158,2023-01-13,2023-01-18,1598,1,0.0
2023-01-14,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,North,9,36,44.564151974463186,7106.936686070565,4592.142040298065,CUST103,Customer_3,ORD6041,2023-01-14,2023-01-19,2789,0,0.0
2023-01-14,7000002250,S TEXTURED MP WHITE,Paint,East,19,1,1.1165359978475164,90.06921759737534,71.53381843342353,CUST107,Customer_7,ORD5131,2023-01-14,2023-01-23,3559,0,0.0
2023-01-14,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,South,0,11,13.438716587505303,1967.845936041683,1395.6239029389378,CUST105,Customer_5,ORD4639,2023-01-14,2023-01-20,4660,0,0.0
2023-01-14,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,South,0,37,69.49419121004979,2980.6880384836445,2362.820298381049,CUST103,Customer_3,ORD5125,2023-01-14,2023-01-19,3990,0,0.0
2023-01-14,9192002200,THINNER 91-92,Thinner,West,10,36,30.568147008455732,3142.8442498847953,2752.63348429072,CUST104,Customer_4,ORD7744,2023-01-14,2023-01-16,3352,0,0.0
2023-01-14,2106002200,THINNER 21-06,Thinner,South,8,31,26.96418565536087,3387.596263465166,1752.5571552792107,CUST103,Customer_3,ORD3489,2023-01-14,2023-01-23,4403,0,0.0
2023-01-15,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,East,10,23,37.81488272989981,1830.8409349892527,1469.7086679986542,CUST102,Customer_2,ORD6867,2023-01-15,2023-01-17,4163,0,3.94
2023-01-15,7000002250,S TEXTURED MP WHITE,Paint,East,17,26,24.14842545088364,2477.129335329983,1523.0107658672912,CUST106,Customer_6,ORD6881,2023-01-15,2023-01-23,2669,0,0.0
2023-01-15,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,South,14,13,16.45873757207546,469.9813475126811,363.511081426322,CUST109,Customer_9,ORD5175,2023-01-15,2023-01-19,4837,0,0.0
2023-01-15,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,South,12,5,4.503335814522076,673.0152617344097,492.498731051646,CUST103,Customer_3,ORD2737,2023-01-15,2023-01-19,2021,0,0.0
2023-01-15,9192002200,THINNER 91-92,Thinner,East,11,40,75.99240711075403,3683.5764384385975,2135.670783964056,CUST104,Customer_4,ORD6159,2023-01-15,2023-01-23,2134,0,0.0
2023-01-15,2106002200,THINNER 21-06,Thinner,West,4,37,33.564616086590604,1808.0438006976105,1271.547816014463,CUST104,Customer_4,ORD9641,2023-01-15,2023-01-19,1627,1,0.0
2023-01-16,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,South,13,2,2.088636841398202,196.59541595801045,173.53925715252058,CUST108,Customer_8,ORD7655,2023-01-16,2023-01-19,1836,0,0.0
2023-01-16,7000002250,S TEXTURED MP WHITE,Paint,East,16,12,17.2643341253518,182.21532646355274,157.12303886692683,CUST103,Customer_3,ORD1759,2023-01-16,2023-01-19,593,0,1.39
2023-01-16,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,West,14,19,37.39377579497036,2097.7993378351293,1271.0951171499094,CUST104,Customer_4,ORD8371,2023-01-16,2023-01-25,1360,0,0.05
2023-01-16,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,West,16,50,63.958096565345926,7971.483909750995,6996.361342682762,CUST100,Customer_0,ORD2718,2023-01-16,2023-01-22,3218,0,0.0
2023-01-16,9192002200,THINNER 91-92,Thinner,North,17,36,70.09250855886637,4414.723484298993,3156.133181861118,CUST109,Customer_9,ORD1846,2023-01-16,2023-01-19,3470,0,0.0
2023-01-16,2106002200,THINNER 21-06,Thinner,South,14,3,5.756460699901849,97.83150555242428,68.03136065592098,CUST104,Customer_4,ORD6997,2023-01-16,2023-01-21,2633,0,0.0
2023-01-17,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,West,19,41,35.84246958380238,7648.045109187551,6860.666029629591,CUST107,Customer_7,ORD3370,2023-01-17,2023-01-20,1563,1,0.0
2023-01-17,7000002250,S TEXTURED MP WHITE,Paint,West,3,19,19.84795476743341,1650.464236463184,1285.5899954318645,CUST102,Customer_2,ORD3478,2023-01-17,2023-01-27,937,0,0.0
2023-01-17,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,North,10,29,37.20281946658004,3344.135300015331,2590.4968727147193,CUST101,Customer_1,ORD3311,2023-01-17,2023-01-23,991,0,0.0
2023-01-17,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,North,0,16,10.027672215993995,2382.826564304549,1373.4598751269211,CUST100,Customer_0,ORD8881,2023-01-17,2023-01-19,3449,0,0.0
2023-01-17,9192002200,THINNER 91-92,Thinner,West,18,45,52.47947040587025,4055.5357873902544,2186.697966587242,CUST100,Customer_0,ORD2176,2023-01-17,2023-01-26,913,0,0.0
2023-01-17,2106002200,THINNER 21-06,Thinner,East,8,2,2.8405068265537805,154.94271396028458,90.06375855249048,CUST106,Customer_6,ORD2663,2023-01-17,2023-01-26,4368,0,0.0
2023-01-18,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,East,4,49,32.31028346452358,3568.898390073663,2735.7885409767237,CUST108,Customer_8,ORD4669,2023-01-18,2023-01-24,4738,0,0.0
2023-01-18,7000002250,S TEXTURED MP WHITE,Paint,West,15,32,19.950606760375592,5032.640169057967,3746.5277454447587,CUST105,Customer_5,ORD4928,2023-01-18,2023-01-22,4785,0,0.0
2023-01-18,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,West,16,48,94.86278762852366,7338.895853362983,4807.358382354145,CUST106,Customer_6,ORD4281,2023-01-18,2023-01-24,1046,0,0.0
2023-01-18,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,East,17,15,28.739476482483283,2659.739351521744,1465.1533260957235,CUST101,Customer_1,ORD1239,2023-01-18,2023-01-20,4943,1,0.0
2023-01-18,9192002200,THINNER 91-92,Thinner,South,19,11,14.297830794206186,1887.9872038270703,1166.7285786211548,CUST109,Customer_9,ORD2863,2023-01-18,2023-01-28,986,1,0.0
2023-01-18,2106002200,THINNER 21-06,Thinner,East,6,19,17.24751491097207,2257.657591168457,1556.73960885199,CUST107,Customer_7,ORD2852,2023-01-18,2023-01-23,2088,0,0.0
2023-01-19,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,East,8,49,68.73359296619483,2592.2218818068236,2102.9710878903343,CUST108,Customer_8,ORD3101,2023-01-19,2023-01-27,241,0,0.0
2023-01-19,7000002250,S TEXTURED MP WHITE,Paint,West,1,49,34.630153527454254,1452.2957217158905,1112.9469224057973,CUST106,Customer_6,ORD6799,2023-01-19,2023-01-29,4756,1,0.11
2023-01-19,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,East,5,29,29.591645942317136,4824.394165793413,3932.0801508153377,CUST105,Customer_5,ORD5796,2023-01-19,2023-01-28,841,0,0.0
2023-01-19,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,West,17,6,6.386797099331396,351.38616829018156,198.34864660327878,CUST106,Customer_6,ORD1113,2023-01-19,2023-01-24,3814,0,0.0
2023-01-19,9192002200,THINNER 91-92,Thinner,North,11,15,27.53014766802149,2596.449424962197,1578.8454806178092,CUST107,Customer_7,ORD5563,2023-01-19,2023-01-21,854,0,0.0
2023-01-19,2106002200,THINNER 21-06,Thinner,West,5,46,43.770876453273516,3346.639648136539,1935.3354205086393,CUST106,Customer_6,ORD4712,2023-01-19,2023-01-28,1291,1,0.0
2023-01-20,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,East,15,13,25.287003537527333,2125.8852139439255,1155.77021625395,CUST101,Customer_1,ORD1225,2023-01-20,2023-01-25,165,0,0.0
2023-01-20,7000002250,S TEXTURED MP WHITE,Paint,East,0,43,72.51168696972071,862.8057610075774,770.6209572047138,CUST106,Customer_6,ORD3849,2023-01-20,2023-01-26,1671,0,0.0
2023-01-20,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,North,17,25,49.811058494925874,411.0091031825566,229.41377958686135,CUST108,Customer_8,ORD3924,2023-01-20,2023-01-24,1658,1,0.0
2023-01-20,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,East,0,14,27.060017794412108,2323.4889050155566,1678.3638062489654,CUST104,Customer_4,ORD1907,2023-01-20,2023-01-27,508,0,0.0
2023-01-20,9192002200,THINNER 91-92,Thinner,West,9,13,23.335069418454765,1526.7262198649917,1128.3955291990862,CUST102,Customer_2,ORD7738,2023-01-20,2023-01-28,2103,0,0.0
2023-01-20,2106002200,THINNER 21-06,Thinner,South,7,7,6.3053924733650355,790.4157636162945,538.6006643843771,CUST100,Customer_0,ORD1366,2023-01-20,2023-01-24,353,0,0.0
2023-01-21,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,East,9,39,54.255471911995656,3899.7521661867404,3459.9409001463055,CUST109,Customer_9,ORD9917,2023-01-21,2023-01-28,1235,1,0.0
2023-01-21,7000002250,S TEXTURED MP WHITE,Paint,East,1,42,42.7104052284436,855.8351248775426,479.47129385745836,CUST100,Customer_0,ORD6692,2023-01-21,2023-01-29,1576,0,0.0
2023-01-21,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,East,4,25,15.108874945211959,2313.084762881357,1431.0688805441382,CUST106,Customer_6,ORD3773,2023-01-21,2023-01-25,807,0,0.0
2023-01-21,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,West,6,29,26.29000061391466,4779.336941996734,3787.584897926054,CUST109,Customer_9,ORD3392,2023-01-21,2023-01-29,3298,1,0.0
2023-01-21,9192002200,THINNER 91-92,Thinner,East,7,42,24.93395968273746,4286.1763442135425,2260.380571339076,CUST107,Customer_7,ORD3805,2023-01-21,2023-01-30,4394,1,0.0
2023-01-21,2106002200,THINNER 21-06,Thinner,South,1,18,12.940392653727779,3419.6360848189584,2885.73164665978,CUST107,Customer_7,ORD1792,2023-01-21,2023-01-26,2374,0,0.0
2023-01-22,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,North,9,40,71.69475023533514,5984.7135586501245,4263.734646402167,CUST106,Customer_6,ORD4856,2023-01-22,2023-01-28,3815,0,0.0
2023-01-22,7000002250,S TEXTURED MP WHITE,Paint,East,0,9,8.132599524011699,1349.3450901184483,1139.2853234519764,CUST102,Customer_2,ORD3920,2023-01-22,2023-01-27,4806,1,0.0
2023-01-22,7000002150,S ACRYLIC PRI SEALER WHITE,Primer,South,5,29,49.35310505459662,2268.299011866038,1389.3078222376948,CUST105,Customer_5,ORD8859,2023-01-22,2023-01-31,1401,0,0.0
2023-01-22,9989092196,S'DUR FIN HG LK SET BAS L,Lacquer,South,16,10,9.846595984242812,744.5526012280075,491.0971273265786,CUST103,Customer_3,ORD8483,2023-01-22,2023-01-30,1288,0,0.0
2023-01-22,9192002200,THINNER 91-92,Thinner,North,3,32,18.085307003446914,4800.042598394675,4211.6764775158945,CUST104,Customer_4,ORD7426,2023-01-22,2023-01-28,4611,0,0.0
2023-01-22,2106002200,THINNER 21-06,Thinner,South,8,29,22.56402734945818,366.9931398474011,269.6281763353586,CUST100,Customer_0,ORD8855,2023-01-22,2023-01-31,3518,0,0.0
2023-01-23,0004002250,AQUAFILL WALLFILLER FINE NEW,Wall Filler,West,18,18,20.94664758767766,1496.1870048958626,1186.5742855173069,CUST103,Customer_3,ORD9712,2023-01-23,2023-01-31,2494,0,0.0
